,Year,Rank,Time,Team,Rider,Country,Time - Seconds,Time - Hours,Time - Minutes,win_flag
3865,2019,116,"+ 3h 27' 43""",Team Sunweb,Nikias Arndt ,GER,43.0,3,27,0
3866,2020,57,"+ 3h 03' 28""",Bora–Hansgrohe,Maximilian Schachmann ,GER,28.0,3,3,0
3867,2021,80,"+ 3h 05' 48""",Intermarché–Wanty–Gobert Matériaux,Georg Zimmermann ,GER,48.0,3,5,0
3868,2021,121,"+ 3h 53' 05""",Team Qhubeka NextHash,Max Walscheid ,GER,5.0,3,53,0
3869,2022,55,"+ 3h 10' 29""",Bora–Hansgrohe,Nils Politt ,GER,29.0,3,10,0
3870,2022,93,"+ 3h 59' 21""",EF Education–EasyPost,Jonas Rutsch ,GER,21.0,3,59,0
3871,1930,24,"+ 3h 17' 19""",Spain,Vicente Trueba ,ESP,19.0,3,17,0
3872,1930,27,"+ 3h 54' 47""",Spain,Francisco Cepeda ,ESP,47.0,3,54,0
3873,1935,22,"+ 3h 50' 59""",Spain,Salvador Cardona ,ESP,59.0,3,50,0
3874,1951,58,"+ 3h 24' 24""",Spain,Dalmacio Langarica ,ESP,24.0,3,24,0
3875,1951,59,"+ 3h 40' 13""",Spain,Francisco Masip ,ESP,13.0,3,40,0
3876,1952,47,"+ 3h 06' 01""",Spain,José Gil ,ESP,1.0,3,6,0
3877,1953,73,"+ 3h 39' 59""",Spain,Dalmacio Langarica ,ESP,59.0,3,39,0
3878,1953,74,"+ 3h 48' 11""",Spain,José Vidal Porcar ,ESP,11.0,3,48,0
3879,1954,45,"+ 3h 03' 25""",Spain,Manuel Rodríguez ,ESP,25.0,3,3,0
3880,1954,54,"+ 3h 27' 00""",Spain,Salvador Botella ,ESP,0.0,3,27,0
3881,1954,55,"+ 3h 28' 59""",Spain,Francesco Masip ,ESP,59.0,3,28,0
3882,1955,57,"+ 3h 18' 34""",Spain,Gabriel Company ,ESP,34.0,3,18,0
3883,1956,77,"+ 3h 05' 19""",Spain,Carmelo Morales ,ESP,19.0,3,5,0
3884,1956,81,"+ 3h 16' 56""",Spain,Jose Serra ,ESP,56.0,3,16,0
3885,1957,54,"+ 3h 59' 08""",Spain,Carmelo Morales ,ESP,8.0,3,59,0
3886,1958,71,"+ 3h 13' 22""",Spain,Francisco Moreno ,ESP,22.0,3,13,0
3887,1958,72,"+ 3h 20' 30""",Spain,Miguel Bover ,ESP,30.0,3,20,0
3888,1961,69,"+3h 08' 02""",Spain,Vicente Iturat ,ESP,2.0,3,8,0
3889,1964,80,"+ 3h 17' 07""",Ferrys,Salvador Honrubia ,ESP,7.0,3,17,0
3890,1976,86,"+ 3h 10' 05""",Super Ser,José Luis Uribezubia ,ESP,5.0,3,10,0
3891,1979,78,"+ 3h 00' 12""",Kas–Campagnolo,Bernardo Alfonsel ,ESP,12.0,3,0,0
3892,1979,83,"+ 3h 11' 14""",Teka,Andrês Oliva ,ESP,14.0,3,11,0
3893,1979,86,"+ 3h 27' 14""",Teka,Eulalio García ,ESP,14.0,3,27,0
3894,1981,118,"+ 3h 16' 13""",Teka–Campagnolo,Jorge Ruiz ,ESP,13.0,3,16,0
3895,1984,120,"+ 3h 30' 11""",Teka,Modesto Urrutibeazcoa ,ESP,11.0,3,30,0
3896,1987,108,"+ 3h 04' 09""",Reynolds,Jesús Hernández ,ESP,9.0,3,4,0
3897,1987,113,"+ 3h 12' 38""",BH,José Luis Navarro ,ESP,38.0,3,12,0
3898,1987,117,"+ 3h 16' 13""",BH,Francisco-José Antequera ,ESP,13.0,3,16,0
3899,1987,118,"+ 3h 16' 38""",BH,Manuel Jorge Domínguez ,ESP,38.0,3,16,0
3900,1987,128,"+ 3h 24' 41""",Teka,Carlos Hernández ,ESP,41.0,3,24,0
3901,1990,155,"+ 3h 13' 27""",Kelme–Ibexpress,Antonio Espejo ,ESP,27.0,3,13,0
3902,1992,108,"+ 3h 06' 36""",Banesto,Aitor Garmendia ,ESP,36.0,3,6,0
3903,1992,109,"+ 3h 08' 47""",Amaya Seguros,Francisco-José Antequera ,ESP,47.0,3,8,0
3904,1992,116,"+ 3h 16' 56""",ONCE,Xavier Aldanondo ,ESP,56.0,3,16,0
3905,1997,77,"+ 3h 04' 27""",Banesto,José Angel Vidal ,ESP,27.0,3,4,0
3906,1997,78,"+ 3h 04' 58""",ONCE,Jose-Roberto Sierra ,ESP,58.0,3,4,0
3907,1997,85,"+ 3h 11' 00""",ONCE,Francisco Mauleón ,ESP,0.0,3,11,0
3908,1997,92,"+ 3h 20' 28""",Team Polti,Íñigo Chaurreau ,ESP,28.0,3,20,0
3909,1997,108,"+ 3h 35' 42""",Banesto,Francisco Cabello ,ESP,42.0,3,35,0
3910,1997,121,"+ 3h 49' 33""",ONCE,Marcelino García ,ESP,33.0,3,49,0
3911,1999,135,"+ 3h 05' 31""",Vitalicio Seguros,Pedro Horrillo ,ESP,31.0,3,5,0
3912,2000,124,"+ 3h 22' 52""",Kelme–Costa Blanca,Francisco Leon ,ESP,52.0,3,22,0
3913,2001,122,"+ 3h 05' 05""",CSC–Tiscali,Marcelino García ,ESP,5.0,3,5,0
3914,2002,134,"+ 3h 06' 37""",Kelme–Costa Blanca,José Angel Vidal ,ESP,37.0,3,6,0
3915,2002,142,"+ 3h 12' 45""",Euskaltel–Euskadi,Gorka Arrizabalaga ,ESP,45.0,3,12,0
3916,2002,153,"+ 3h 35' 52""",Euskaltel–Euskadi,Igor Flores ,ESP,52.0,3,35,0
3917,2003,101,"+ 3h 02' 37""",Euskaltel–Euskadi,Iñigo Landaluze ,ESP,37.0,3,2,0
3918,2003,104,"+ 3h 09' 07""",iBanesto.com,Juan Antonio Flecha ,ESP,7.0,3,9,0
3919,2003,122,"+ 3h 32' 37""",ONCE–Eroski,Álvaro González de Galdeano ,ESP,37.0,3,32,0
3920,2003,125,"+ 3h 35' 10""",iBanesto.com,José Vicente Garcia ,ESP,10.0,3,35,0
3921,2003,127,"+ 3h 37' 12""",Cofidis,Íñigo Cuesta ,ESP,12.0,3,37,0
3922,2005,107,"+ 3h 00' 59""",Discovery Channel,Benjamín Noval ,ESP,59.0,3,0,0
3923,2005,108,"+ 3h 03' 19""",Liberty Seguros–Würth,Luis Leon Sánchez ,ESP,19.0,3,3,0
3924,2005,122,"+ 3h 21' 50""",Euskaltel–Euskadi,Iñaki Isasi ,ESP,50.0,3,21,0
3925,2005,148,"+ 3h 56' 34""",Illes Balears–Caisse d'Epargne,José Vicente Garcia ,ESP,34.0,3,56,0
3926,2006,112,"+ 3h 19' 35""",Caisse d'Epargne–Illes Balears,José Vicente Garcia ,ESP,35.0,3,19,0
3927,2006,114,"+ 3h 20' 30""",Agritubel,Eduardo Gonzalo ,ESP,30.0,3,20,0
3928,2006,133,"+ 3h 49' 19""",Euskaltel–Euskadi,Aitor Hernández ,ESP,19.0,3,49,0
3929,2007,91,"+ 3h 00' 38""",Caisse d'Epargne,José Vicente García ,ESP,38.0,3,0,0
3930,2007,103,"+ 3h 17' 19""",Saunier Duval–Prodir,David Cañada ,ESP,19.0,3,17,0
3931,2007,115,"+ 3h 24' 13""",Discovery Channel,Benjamín Noval ,ESP,13.0,3,24,0
3932,2008,140,"+ 3h 39' 48""",Caisse d'Epargne,José Vicente García ,ESP,48.0,3,39,0
3933,2010,100,"+ 3h 04' 43""",Astana,Benjamín Noval ,ESP,43.0,3,4,0
3934,2010,106,"+ 3h 10' 25""",Astana,David de la Fuente ,ESP,25.0,3,10,0
3935,2010,111,"+ 3h 13' 51""",Euskaltel–Euskadi,Iñaki Isasi ,ESP,51.0,3,13,0
3936,2010,125,"+ 3h 24' 11""",Euskaltel–Euskadi,Alan Pérez ,ESP,11.0,3,24,0
3937,2010,136,"+ 3h 31' 23""",Astana,Jesús Hernández ,ESP,23.0,3,31,0
3938,2010,137,"+ 3h 33' 06""",Rabobank,Óscar Freire ,ESP,6.0,3,33,0
3939,2010,141,"+ 3h 38' 33""",Footon–Servetto–Fuji,José Alberto Benítez ,ESP,33.0,3,38,0
3940,2011,116,"+ 3h 06' 29""",Saxo Bank–SunGard,Benjamín Noval ,ESP,29.0,3,6,0
3941,2011,139,"+ 3h 20' 02""",Movistar Team,Francisco Ventoso ,ESP,2.0,3,20,0
3942,2011,149,"+ 3h 30' 17""",Euskaltel–Euskadi,Pablo Urtasun ,ESP,17.0,3,30,0
3943,2012,119,"+ 3h 06' 27""",Team Katusha,Joan Horrach ,ESP,27.0,3,6,0
3944,2012,130,"+ 3h 18' 11""",Cofidis,Luis Ángel Maté ,ESP,11.0,3,18,0
3945,2012,134,"+ 3h 21' 34""",Euskaltel–Euskadi,Pablo Urtasun ,ESP,34.0,3,21,0
3946,2013,109,"+ 3h 07' 26""",Team Katusha,Alberto Losada ,ESP,26.0,3,7,0
3947,2013,115,"+ 3h 16' 28""",Cofidis,Egoitz García ,ESP,28.0,3,16,0
3948,2013,118,"+ 3h 19' 12""",Movistar Team,Imanol Erviti ,ESP,12.0,3,19,0
3949,2013,127,"+ 3h 28' 47""",Team Sky,David López ,ESP,47.0,3,28,0
3950,2013,139,"+ 3h 43' 15""",Euskaltel–Euskadi,Rubén Pérez ,ESP,15.0,3,43,0
3951,2014,81,"+ 3h 22' 48""",Movistar Team,Imanol Erviti ,ESP,48.0,3,22,0
3952,2014,91,"+ 3h 38' 27""",Movistar Team,Rubén Plaza ,ESP,27.0,3,38,0
3953,2014,105,"+ 3h 45' 13""",Team Sky,David López ,ESP,13.0,3,45,0
3954,2014,114,"+ 3h 55' 53""",Movistar Team,Beñat Intxausti ,ESP,53.0,3,55,0
3955,2015,78,"+ 3h 03' 11""",Lampre–Merida,Rafael Valls ,ESP,11.0,3,3,0
3956,2015,93,"+ 3h 19' 44""",Trek Factory Racing,Markel Irizar ,ESP,44.0,3,19,0
3957,2015,115,"+ 3h 47' 14""",Movistar Team,Imanol Erviti ,ESP,14.0,3,47,0
3958,2016,108,"+ 3h 46' 42""",Movistar Team,Imanol Erviti ,ESP,42.0,3,46,0
3959,2016,120,"+ 3h 58' 17""",Trek–Segafredo,Markel Irizar ,ESP,17.0,3,58,0
3960,2017,92,"+ 3h 00' 21""",Movistar Team,Imanol Erviti ,ESP,21.0,3,0,0
3961,2017,97,"+ 3h 06' 05""",Movistar Team,Jesús Herrada ,ESP,5.0,3,6,0
3962,2017,119,"+ 3h 32' 06""",Bahrain–Merida,Javier Moreno ,ESP,6.0,3,32,0
3963,2017,135,"+ 3h 47' 10""",Trek–Segafredo,Markel Irizar ,ESP,10.0,3,47,0
3964,2019,99,"+ 3h 04' 34""",Movistar Team,Imanol Erviti ,ESP,34.0,3,4,0
3965,2019,105,"+ 3h 13' 05""",Movistar Team,Carlos Verona ,ESP,5.0,3,13,0
3966,2019,114,"+ 3h 26' 03""",Bahrain–Merida,Iván García ,ESP,3.0,3,26,0
3967,2020,60,"+ 3h 13' 41""",Astana,Omar Fraile ,ESP,41.0,3,13,0
3968,2020,70,"+ 3h 40' 49""",Movistar Team,José Joaquín Rojas ,ESP,49.0,3,40,0
3969,2020,72,"+ 3h 41' 20""",UAE Team Emirates,David de la Cruz ,ESP,20.0,3,41,0
3970,2020,74,"+ 3h 48' 00""",Movistar Team,Imanol Erviti ,ESP,0.0,3,48,0
3971,2021,84,"+ 3h 10' 43""",Cofidis,Rubén Fernández ,ESP,43.0,3,10,0
3972,2021,87,"+ 3h 11' 15""",Cofidis,Jesús Herrada ,ESP,15.0,3,11,0
3973,2021,90,"+ 3h 14' 41""",Movistar Team,Jorge Arcas ,ESP,41.0,3,14,0
3974,2021,94,"+ 3h 21' 25""",Movistar Team,Iván García Cortina ,ESP,25.0,3,21,0
3975,2021,101,"+ 3h 28' 40""",Movistar Team,Carlos Verona ,ESP,40.0,3,28,0
3976,1936,32,"+ 3h 14' 57""",Netherlands,Antoon van Schendel ,NED,57.0,3,14,0
3977,1938,43,"+ 3h 02' 45""",Netherlands,Theo Middelkamp ,NED,45.0,3,2,0
3978,1938,50,"+ 3h 32' 24""",Netherlands,Antoon van Schendel ,NED,24.0,3,32,0
3979,1939,46,"+ 3h 44' 16""",Netherlands,Janus Hellemons ,NED,16.0,3,44,0
3980,1947,32,"+ 3h 57' 11""",Netherlands/Strangers of France,Jefke Janssen ,NED,11.0,3,57,0
3981,1948,36,"+ 3h 24' 59""",Netherlands/Luxembourg,Jefke Janssen ,NED,59.0,3,24,0
3982,1948,42,"+ 3h 50' 41""",Netherlands/Luxembourg,Wim De Ruyter ,NED,41.0,3,50,0
3983,1952,53,"+ 3h 29' 05""",Netherlands,Thijs Roks ,NED,5.0,3,29,0
3984,1952,60,"+ 3h 41' 55""",Netherlands,Hans Dekkers ,NED,55.0,3,41,0
3985,1954,47,"+ 3h 09' 48""",Netherlands,Henk Faanhof ,NED,48.0,3,9,0
3986,1969,78,"+ 3h 08' 10""",Willem II–Gazelle,Harm Ottenbros ,NED,10.0,3,8,0
3987,1969,83,"+ 3h 21' 52""",Mercier–BP–Hutchinson,Eddy Beugels ,NED,52.0,3,21,0
3988,1970,100,"+ 3h 52' 12""",Willem II–Gazelle,Frits Hoogerheide ,NED,12.0,3,52,0
3989,1975,82,"+ 3h 04' 47""",Frisol–G.B.C.,Henk Prinsen ,NED,47.0,3,4,0
3990,1975,84,"+ 3h 16' 59""",Frisol–G.B.C.,Gerard Kamper ,NED,59.0,3,16,0
3991,1976,87,"+ 3h 12' 54""",TI–Raleigh–Campagnolo,Aad van den Hoek ,NED,54.0,3,12,0
3992,1981,113,"+ 3h 01' 58""",Splendor–Wickes Bouwmarkt–Europ Decor,Johnny Broers ,NED,58.0,3,1,0
3993,1981,115,"+ 3h 11' 29""",TI–Raleigh–Creda,Aad van den Hoek ,NED,29.0,3,11,0
3994,1981,116,"+ 3h 15' 21""",Boston–Mavic,Jan Jonkers ,NED,21.0,3,15,0
3995,1984,108,"+ 3h 01' 04""",Kwantum–Decosol–Yoko,Ad Wijnands ,NED,4.0,3,1,0
3996,1985,140,"+ 3h 25' 44""",Zor–Gemeaz Cusin,Peter Pieters ,NED,44.0,3,25,0
3997,1987,124,"+ 3h 21' 18""",Superconfex–Kwantum–Yoko–Colnago,Jelle Nijdam ,NED,18.0,3,21,0
3998,1987,127,"+ 3h 24' 21""",Superconfex–Kwantum–Yoko–Colnago,Gerrit Solleveld ,NED,21.0,3,24,0
3999,1987,130,"+ 3h 36' 05""",Superconfex–Kwantum–Yoko–Colnago,Jean-Paul van Poppel ,NED,5.0,3,36,0
4000,1988,150,"+ 3h 05' 02""",Panasonic–Isostar–Colnago–Agu,John Talen ,NED,2.0,3,5,0
4001,1989,138,"+ 3h 04' 01""",Paternina,Mathieu Hermans ,NED,1.0,3,4,0
4002,1991,154,"+ 3h 00' 15""",Buckler–Colnago–Decca,Twan Poels ,NED,15.0,3,0,0
4003,1991,157,"+ 3h 13' 58""",Buckler–Colnago–Decca,Wiebren Veenstra ,NED,58.0,3,13,0
4004,1991,158,"+ 3h 25' 51""",TVM–Sanyo,Rob Harmeling ,NED,51.0,3,25,0
4005,1992,113,"+ 3h 13' 40""",Buckler–Colnago–Decca,Jelle Nijdam ,NED,40.0,3,13,0
4006,1992,118,"+ 3h 21' 27""",Buckler–Colnago–Decca,Martin Kokkelkoren ,NED,27.0,3,21,0
4007,1992,127,"+ 3h 43' 23""",PDM–Ultima–Concorde,Jean-Paul van Poppel ,NED,23.0,3,43,0
4008,1992,129,"+ 3h 57' 53""",Helvetia–Commodore,Henri Manders ,NED,53.0,3,57,0
4009,1993,130,"+ 3h 00' 09""",TVM–Bison Kit,Danny Nelissen ,NED,9.0,3,0,0
4010,1993,134,"+ 3h 06' 06""",WordPerfect–Colnago–Decca,Rob Mulders ,NED,6.0,3,6,0
4011,1994,116,"+ 3h 08' 32""",WordPerfect–Colnago–Decca,Rob Mulders ,NED,32.0,3,8,0
4012,1994,117,"+ 3h 39' 03""",Mercatone Uno–Medeghini,John Talen ,NED,3.0,3,39,0
4013,1995,97,"+ 3h 01' 43""",Novell–Decca–Colnago,Frans Maassen ,NED,43.0,3,1,0
4014,1995,113,"+ 3h 17' 41""",TVM–Polis Direct,Bart Voskamp ,NED,41.0,3,17,0
4015,1996,119,"+ 3h 04' 45""",Team Polti,Gerrit de Vries ,NED,45.0,3,4,0
4016,1996,128,"+ 3h 35' 12""",TVM–Farm Frites,Jeroen Blijlevens ,NED,12.0,3,35,0
4017,1997,81,"+ 3h 07' 17""",Rabobank,Erik Dekker ,NED,17.0,3,7,0
4018,1997,98,"+ 3h 26' 27""",TVM–Farm Frites,Bart Voskamp ,NED,27.0,3,26,0
4019,1997,107,"+ 3h 34' 52""",TVM–Farm Frites,Servais Knaven ,NED,52.0,3,34,0
4020,1997,125,"+ 3h 54' 05""",Team Polti,Gerrit de Vries ,NED,5.0,3,54,0
4021,1997,126,"+ 3h 54' 10""",TVM–Farm Frites,Jeroen Blijlevens ,NED,10.0,3,54,0
4022,1997,128,"+ 3h 54' 49""",TVM–Farm Frites,Tristan Hoffman ,NED,49.0,3,54,0
4023,2000,109,"+ 3h 02' 49""",Farm Frites,Servais Knaven ,NED,49.0,3,2,0
4024,2000,115,"+ 3h 05' 17""",Team Polti,Bart Voskamp ,NED,17.0,3,5,0
4025,2000,117,"+ 3h 07' 17""",Memory Card–Jack & Jones,Tristan Hoffman ,NED,17.0,3,7,0
4026,2001,134,"+ 3h 27' 22""",Domo–Farm Frites–Latexco,Max van Heeswijk ,NED,22.0,3,27,0
4027,2002,129,"+ 3h 02' 46""",Domo–Farm Frites,Léon van Bon ,NED,46.0,3,2,0
4028,2002,133,"+ 3h 04' 44""",Rabobank,Bram de Groot ,NED,44.0,3,4,0
4029,2002,136,"+ 3h 07' 56""",Rabobank,Erik Dekker ,NED,56.0,3,7,0
4030,2002,137,"+ 3h 09' 57""",Domo–Farm Frites,Servais Knaven ,NED,57.0,3,9,0
4031,2002,146,"+ 3h 14' 51""",Rabobank,Karsten Kroon ,NED,51.0,3,14,0
4032,2003,123,"+ 3h 33' 45""",Quick-Step–Davitamon,Servais Knaven ,NED,45.0,3,33,0
4033,2003,128,"+ 3h 38' 38""",Lotto–Domo,Koos Moerenhout ,NED,38.0,3,38,0
4034,2003,132,"+ 3h 51' 56""",Lotto–Domo,Léon van Bon ,NED,56.0,3,51,0
4035,2004,133,"+ 3h 07' 54""",Rabobank,Erik Dekker ,NED,54.0,3,7,0
4036,2004,142,"+ 3h 23' 07""",Quick-Step–Davitamon,Servais Knaven ,NED,7.0,3,23,0
4037,2005,109,"+ 3h 03' 36""",Rabobank,Erik Dekker ,NED,36.0,3,3,0
4038,2005,111,"+ 3h 05' 12""",Quick-Step–Innergetic,Bram Tankink ,NED,12.0,3,5,0
4039,2005,135,"+ 3h 42' 03""",Rabobank,Karsten Kroon ,NED,3.0,3,42,0
4040,2005,149,"+ 3h 59' 07""",Quick-Step–Innergetic,Servais Knaven ,NED,7.0,3,59,0
4041,2007,123,"+ 3h 27' 45""",Quick-Step–Innergetic,Steven de Jongh ,NED,45.0,3,27,0
4042,2007,128,"+ 3h 31' 49""",Rabobank,Pieter Weening ,NED,49.0,3,31,0
4043,2007,134,"+ 3h 37' 46""",Rabobank,Bram de Groot ,NED,46.0,3,37,0
4044,2008,124,"+ 3h 24' 08""",Quick-Step,Steven de Jongh ,NED,8.0,3,24,0
4045,2008,130,"+ 3h 28' 07""",Rabobank,Sebastian Langeveld ,NED,7.0,3,28,0
4046,2008,133,"+ 3h 31' 30""",Garmin–Chipotle p/b H30,Martijn Maaskant ,NED,30.0,3,31,0
4047,2008,135,"+ 3h 33' 40""",Team Milram,Niki Terpstra ,NED,40.0,3,33,0
4048,2009,115,"+ 3h 02' 11""",Rabobank,Stef Clement ,NED,11.0,3,2,0
4049,2009,127,"+ 3h 16' 50""",Skil–Shimano,Albert Timmer ,NED,50.0,3,16,0
4050,2009,149,"+ 3h 48' 38""",Team Milram,Niki Terpstra ,NED,38.0,3,48,0
4051,2009,150,"+ 3h 49' 21""",Quick-Step,Steven de Jongh ,NED,21.0,3,49,0
4052,2010,126,"+ 3h 25' 39""",Rabobank,Lars Boom ,NED,39.0,3,25,0
4053,2010,128,"+ 3h 26' 51""",Rabobank,Maarten Tjallingii ,NED,51.0,3,26,0
4054,2010,134,"+ 3h 30' 59""",BMC Racing Team,Karsten Kroon ,NED,59.0,3,30,0
4055,2010,135,"+ 3h 31' 19""",Garmin–Transitions,Martijn Maaskant ,NED,19.0,3,31,0
4056,2011,128,"+ 3h 14' 15""",Vacansoleil–DCM,Lieuwe Westra ,NED,15.0,3,14,0
4057,2011,134,"+ 3h 16' 38""",Quick-Step,Niki Terpstra ,NED,38.0,3,16,0
4058,2011,146,"+ 3h 29' 04""",Quick-Step,Addy Engels ,NED,4.0,3,29,0
4059,2012,135,"+ 3h 23' 44""",Argos–Shimano,Roy Curvers ,NED,44.0,3,23,0
4060,2012,143,"+ 3h 28' 56""",Saxo Bank–Tinkoff Bank,Karsten Kroon ,NED,56.0,3,28,0
4061,2012,144,"+ 3h 31' 24""",Rabobank,Bram Tankink ,NED,24.0,3,31,0
4062,2012,148,"+ 3h 40' 37""",Argos–Shimano,Albert Timmer ,NED,37.0,3,40,0
4063,2012,150,"+ 3h 50' 12""",Orica–GreenEDGE,Sebastian Langeveld ,NED,12.0,3,50,0
4064,2013,105,"+ 3h 02' 52""",Belkin Pro Cycling,Lars Boom ,NED,52.0,3,2,0
4065,2013,138,"+ 3h 40' 55""",Argos–Shimano,Koen de Kort ,NED,55.0,3,40,0
4066,2013,144,"+ 3h 48' 15""",Vacansoleil–DCM,Boy van Poppel ,NED,15.0,3,48,0
4067,2013,145,"+ 3h 48' 30""",Argos–Shimano,Roy Curvers ,NED,30.0,3,48,0
4068,2013,149,"+ 3h 52' 05""",Omega Pharma–Quick-Step,Niki Terpstra ,NED,5.0,3,52,0
4069,2013,150,"+ 3h 53' 55""",Belkin Pro Cycling,Tom Leezer ,NED,55.0,3,53,0
4070,2014,79,"+ 3h 21' 04""",Astana,Lieuwe Westra ,NED,4.0,3,21,0
4071,2014,92,"+ 3h 38' 52""",Giant–Shimano,Koen de Kort ,NED,52.0,3,38,0
4072,2014,94,"+ 3h 39' 04""",Omega Pharma–Quick-Step,Niki Terpstra ,NED,4.0,3,39,0
4073,2014,97,"+ 3h 41' 24""",Belkin Pro Cycling,Lars Boom ,NED,24.0,3,41,0
4074,2014,116,"+ 3h 58' 23""",Giant–Shimano,Roy Curvers ,NED,23.0,3,58,0
4075,2015,77,"+ 3h 03' 09""",Astana,Lieuwe Westra ,NED,9.0,3,3,0
4076,2015,79,"+ 3h 04' 07""",LottoNL–Jumbo,Wilco Kelderman ,NED,7.0,3,4,0
4077,2015,92,"+ 3h 18' 43""",LottoNL–Jumbo,Laurens ten Dam ,NED,43.0,3,18,0
4078,2015,106,"+ 3h 35' 40""",Team Giant–Alpecin,Roy Curvers ,NED,40.0,3,35,0
4079,2015,121,"+ 3h 54' 19""",LottoNL–Jumbo,Jos van Emden ,NED,19.0,3,54,0
4080,2016,82,"+ 3h 09' 19""",Cannondale–Drapac,Tom-Jelte Slagter ,NED,19.0,3,9,0
4081,2016,91,"+ 3h 23' 15""",Cannondale–Drapac,Dylan van Baarle ,NED,15.0,3,23,0
4082,2016,94,"+ 3h 26' 19""",LottoNL–Jumbo,Bert-Jan Lindeman ,NED,19.0,3,26,0
4083,2016,111,"+ 3h 50' 43""",LottoNL–Jumbo,Timo Roosen ,NED,43.0,3,50,0
4084,2017,129,"+ 3h 43' 52""",Team Sunweb,Mike Teunissen ,NED,52.0,3,43,0
4085,2017,142,"+ 3h 53' 38""",Team Sunweb,Roy Curvers ,NED,38.0,3,53,0
4086,2018,119,"+ 3h 37' 31""",Quick-Step Floors,Niki Terpstra ,NED,31.0,3,37,0
4087,2018,134,"+ 3h 58' 01""",Groupama–FDJ,Ramon Sinkeldam ,NED,1.0,3,58,0
4088,2019,101,"+ 3h 06' 54""",Team Jumbo–Visma,Mike Teunissen ,NED,54.0,3,6,0
4089,2019,125,"+ 3h 44' 48""",Trek–Segafredo,Koen de Kort ,NED,48.0,3,44,0
4090,2020,59,"+ 3h 07' 42""",Ineos Grenadiers,Dylan van Baarle ,NED,42.0,3,7,0
4091,2021,117,"+ 3h 50' 25""",Intermarché–Wanty–Gobert Matériaux,Boy van Poppel ,NED,25.0,3,50,0
4092,2021,119,"+ 3h 51' 16""",Bora–Hansgrohe,Ide Schelling ,NED,16.0,3,51,0
4093,2021,120,"+ 3h 52' 53""",Intermarché–Wanty–Gobert Matériaux,Danny van Poppel ,NED,53.0,3,52,0
4094,1913,3,"+ 3h 30' 55""",Peugeot,Marcel Buysse ,BEL,55.0,3,30,0
4095,1914,7,"+ 3h 53' 55""",J.B. Louvet–Continental,Alfons Spiessens ,BEL,55.0,3,53,0
4096,1926,11,"+3h 09' 08""",J.B. Louvet – Wolber,Odile Tailleu ,BEL,8.0,3,9,0
4097,1929,14,"+ 3h 06' 23""",Dilecta-Wolber,Bernard Van Rysselberghe ,BEL,23.0,3,6,0
4098,1932,40,"+ 3h 32' 25""",Touriste-Routier,Jules Buysse ,BEL,25.0,3,32,0
4099,1932,43,"+ 3h 43' 20""",Touriste-Routier,Émile Decroix ,BEL,20.0,3,43,0
4100,1934,26,"+ 3h 30' 51""",Individual,Theo Herckenrath ,BEL,51.0,3,30,0
4101,1935,20,"+ 3h 24' 52""",Belgian individual,Antoon Dignef ,BEL,52.0,3,24,0
4102,1936,34,"+ 3h 27' 32""",Belgium,Éloi Meulenberg ,BEL,32.0,3,27,0
4103,1938,51,"+ 3h 40' 43""",Belgium,René Walschot ,BEL,43.0,3,40,0
4104,1947,27,"+ 3h 16' 28""",Belgium,Florent Mathieu ,BEL,28.0,3,16,0
4105,1948,30,"+ 3h 00' 54""",Belgium,Florent Mathieu ,BEL,54.0,3,0,0
4106,1949,34,"+ 3h 01' 40""",Belgium,Désiré Keteleer ,BEL,40.0,3,1,0
4107,1949,37,"+ 3h 21' 41""",Belgium,Florent Mathieu ,BEL,41.0,3,21,0
4108,1949,43,"+ 3h 44' 03""",Belgium Aiglons,Marcel Hendrickx ,BEL,3.0,3,44,0
4109,1951,62,"+ 3h 56' 05""",Belgium,Aloïs Van Steenkiste ,BEL,5.0,3,56,0
4110,1955,55,"+ 3h 10' 51""",Belgium,Rik Van Steenbergen ,BEL,51.0,3,10,0
4111,1964,75,"+ 3h 03' 06""",Mercier–BP–Hutchinson,Frans Aerenhouts ,BEL,6.0,3,3,0
4112,1964,79,"+ 3h 12' 57""",Wiel's–Groene Leeuw,Jean-Baptiste Claes ,BEL,57.0,3,12,0
4113,1969,74,"+ 3h 06' 01""",Flandria–De Clerck–Krüger,Michel Coulon ,BEL,1.0,3,6,0
4114,1969,75,"+ 3h 06'02""",Dr. Mann–Grundig,Paul In' t Ven ,BEL,2.0,3,6,0
4115,1969,76,"+ 3h 07' 06""",Faema,Frans Mintjens ,BEL,6.0,3,7,0
4116,1969,77,"+ 3h 08' 00""",Faema,Guido Reybrouck ,BEL,0.0,3,8,0
4117,1969,79,"+ 3h 12' 13""",Flandria–De Clerck–Krüger,Eric Leman ,BEL,13.0,3,12,0
4118,1969,82,"+ 3h 21' 15""",Flandria–De Clerck–Krüger,Marc De Block ,BEL,15.0,3,21,0
4119,1969,84,"+ 3h 34' 37""",Dr. Mann–Grundig,Roger Cooreman ,BEL,37.0,3,34,0
4120,1970,98,"+ 3h 22' 04""",Flandria–Mars,Jaak De Boever ,BEL,4.0,3,22,0
4121,1979,85,"+ 3h 20' 28""",Peugeot–Esso–Michelin,José De Cauwer ,BEL,28.0,3,20,0
4122,1979,88,"+ 3h 49' 57""",Bianchi–Faema,Alex Van Linden ,BEL,57.0,3,49,0
